index,person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status
1749,22,48000,MORTGAGE,VENTURE,D,6500,15.99,YES
1750,25,48000,MORTGAGE,PERSONAL,A,2250,8.49,YES
1751,21,48000,MORTGAGE,DEBTCONSOLIDATION,D,18000,15.62,YES
1752,26,69000,RENT,EDUCATION,E,6400,16.4,YES
1753,23,48000,MORTGAGE,MEDICAL,D,1400,14.83,YES
1754,24,74000,RENT,DEBTCONSOLIDATION,E,6800,20.3,YES
1755,26,48000,MORTGAGE,MEDICAL,A,5000,7.14,YES
1756,22,47000,RENT,DEBTCONSOLIDATION,B,6850,10.65,YES
1757,24,33000,RENT,HOMEIMPROVEMENT,E,6900,17.56,YES
1758,23,48000,MORTGAGE,DEBTCONSOLIDATION,D,16800,14.59,YES
1759,26,34000,RENT,DEBTCONSOLIDATION,D,6925,15.99,YES
1760,21,48000,MORTGAGE,EDUCATION,B,3500,10.25,YES
1761,24,27600,RENT,PERSONAL,D,7000,15.62,YES
1762,22,48000,MORTGAGE,EDUCATION,D,12000,16.0,YES
1763,21,30000,RENT,PERSONAL,B,7000,10.99,YES
1764,22,30000,RENT,DEBTCONSOLIDATION,D,7000,16.49,YES
1765,22,30000,RENT,MEDICAL,B,7000,9.62,YES
1766,22,30000,RENT,MEDICAL,F,7000,17.58,YES
1767,24,48442,MORTGAGE,DEBTCONSOLIDATION,D,9800,15.7,YES
1768,23,32000,RENT,HOMEIMPROVEMENT,C,7000,14.26,YES
1769,22,48600,MORTGAGE,EDUCATION,B,12000,12.42,YES
1770,24,33198,RENT,MEDICAL,C,7000,14.27,YES
1771,24,33996,RENT,DEBTCONSOLIDATION,C,7000,13.16,YES
1772,23,34800,RENT,MEDICAL,B,7000,11.99,YES
1773,25,48902,MORTGAGE,PERSONAL,C,6000,15.23,YES
1774,21,29000,RENT,MEDICAL,D,7000,12.61,YES
1775,22,29654,RENT,EDUCATION,C,7000,14.22,YES
1776,21,48996,MORTGAGE,VENTURE,D,15000,15.58,YES
1777,25,48996,MORTGAGE,PERSONAL,B,5000,9.88,YES
1778,22,48996,OTHER,DEBTCONSOLIDATION,D,10000,14.11,YES
1779,24,34000,RENT,EDUCATION,E,7000,17.04,YES
1780,23,34320,RENT,DEBTCONSOLIDATION,F,7000,18.3,YES
1781,22,35000,RENT,MEDICAL,F,7000,18.09,YES
1782,26,36000,RENT,DEBTCONSOLIDATION,D,7000,14.96,YES
1783,22,36614,RENT,MEDICAL,B,7000,9.99,YES
1784,25,49000,MORTGAGE,MEDICAL,B,18200,11.99,YES
1785,22,37200,RENT,DEBTCONSOLIDATION,A,7000,7.9,YES
1786,23,49000,MORTGAGE,VENTURE,E,11400,17.99,YES
1787,22,39000,RENT,PERSONAL,A,7000,8.9,YES
1788,23,39000,RENT,VENTURE,D,7000,16.77,YES
1789,21,49000,MORTGAGE,MEDICAL,B,2000,11.99,YES
1790,24,39000,RENT,PERSONAL,D,7000,14.42,YES
1791,22,41500,RENT,VENTURE,D,7000,15.7,YES
1792,22,49000,MORTGAGE,PERSONAL,A,10000,5.79,YES
1793,21,44004,RENT,HOMEIMPROVEMENT,B,7000,11.46,YES
1794,21,45000,RENT,PERSONAL,D,7000,14.96,YES
1795,26,49000,MORTGAGE,DEBTCONSOLIDATION,E,13000,16.45,YES
1796,24,49000,RENT,EDUCATION,A,7000,7.49,YES
1797,23,49000,MORTGAGE,MEDICAL,D,5000,15.21,YES
1798,22,14400,RENT,DEBTCONSOLIDATION,B,7200,11.71,YES
1799,22,20800,RENT,DEBTCONSOLIDATION,A,7200,6.91,YES
1800,26,21600,RENT,VENTURE,B,7200,10.38,YES
1801,25,22000,RENT,VENTURE,A,7200,5.79,YES
1802,24,23000,RENT,DEBTCONSOLIDATION,B,7200,12.69,YES
1803,23,25200,RENT,EDUCATION,B,7200,11.86,YES
1804,22,49000,MORTGAGE,EDUCATION,B,8000,10.25,YES
1805,22,30000,RENT,MEDICAL,A,7200,8.9,YES
1806,21,31700,RENT,DEBTCONSOLIDATION,B,7200,11.71,YES
1807,23,49000,MORTGAGE,PERSONAL,G,15000,19.82,YES
1808,23,31000,RENT,DEBTCONSOLIDATION,D,7200,14.54,YES
1809,24,49000,MORTGAGE,MEDICAL,B,5000,12.18,YES
1810,22,39000,RENT,HOMEIMPROVEMENT,B,7200,9.45,YES
1811,22,49000,MORTGAGE,EDUCATION,A,10000,8.0,YES
1812,22,49000,MORTGAGE,VENTURE,C,5000,11.28,YES
1813,24,49000,OTHER,PERSONAL,C,20000,11.34,YES
1814,25,49700,RENT,PERSONAL,B,7200,10.38,YES
1815,23,50000,RENT,MEDICAL,D,7200,17.58,YES
1816,23,51000,RENT,DEBTCONSOLIDATION,E,7200,14.67,YES
1817,22,49200,MORTGAGE,MEDICAL,C,6500,12.68,YES
1818,23,62000,RENT,EDUCATION,A,7200,7.9,YES
1819,26,49493,MORTGAGE,VENTURE,C,15250,13.11,YES
1820,23,49530,MORTGAGE,DEBTCONSOLIDATION,D,16000,14.54,YES
1821,23,49635,MORTGAGE,PERSONAL,A,12000,7.29,YES
1822,25,73000,RENT,PERSONAL,D,7200,14.96,YES
1823,25,49963,MORTGAGE,EDUCATION,B,2100,11.49,YES
1824,23,49980,MORTGAGE,MEDICAL,B,4800,10.37,YES
1825,25,50000,MORTGAGE,PERSONAL,A,12800,7.49,YES
1826,23,50000,MORTGAGE,MEDICAL,D,7500,15.62,YES
1827,24,12480,RENT,VENTURE,A,7350,6.92,YES
1828,25,42000,RENT,EDUCATION,E,7400,16.32,YES
1829,21,12720,RENT,EDUCATION,A,7500,7.05,YES
1830,24,20796,RENT,VENTURE,A,7500,7.88,YES
1831,23,21000,RENT,DEBTCONSOLIDATION,A,7500,6.91,YES
1832,23,21360,RENT,PERSONAL,A,7500,7.14,YES
1833,25,21500,RENT,MEDICAL,C,7500,11.34,YES
1834,22,22596,RENT,MEDICAL,B,7500,9.76,YES
1835,24,23196,RENT,EDUCATION,D,7500,13.24,YES
1836,22,25200,RENT,MEDICAL,D,7500,14.96,YES
1837,25,28128,RENT,EDUCATION,D,7500,15.33,YES
1838,26,30000,RENT,PERSONAL,E,7500,14.75,YES
1839,23,30000,RENT,PERSONAL,D,7500,13.24,YES
1840,26,34000,RENT,DEBTCONSOLIDATION,A,7500,7.9,YES
1841,22,34404,RENT,HOMEIMPROVEMENT,D,7500,15.05,YES
1842,24,50160,MORTGAGE,EDUCATION,D,6000,15.62,YES
1843,26,30320,RENT,PERSONAL,B,7500,12.18,YES
1844,25,50400,MORTGAGE,DEBTCONSOLIDATION,D,12000,16.89,YES
1845,22,32400,RENT,VENTURE,C,7500,14.27,YES
1846,22,34000,RENT,MEDICAL,C,7500,12.53,YES
1847,23,36000,RENT,PERSONAL,D,7500,12.61,YES
1848,21,37260,RENT,HOMEIMPROVEMENT,D,7500,14.84,YES
1849,25,51000,MORTGAGE,DEBTCONSOLIDATION,D,5500,16.77,YES
1850,25,39000,RENT,MEDICAL,D,7500,15.62,YES
1851,22,42000,RENT,DEBTCONSOLIDATION,E,7500,17.04,YES
1852,22,43000,RENT,VENTURE,D,7500,14.96,YES
1853,21,44000,RENT,MEDICAL,A,7500,7.9,YES
1854,26,44000,RENT,HOMEIMPROVEMENT,E,7500,16.4,YES
1855,25,44000,RENT,MEDICAL,C,7500,13.92,YES
1856,23,44000,RENT,VENTURE,E,7500,16.0,YES
1857,22,51000,MORTGAGE,HOMEIMPROVEMENT,B,12000,11.86,YES
1858,26,51000,MORTGAGE,MEDICAL,D,7000,15.21,YES
1859,22,44400,RENT,DEBTCONSOLIDATION,A,7500,8.49,YES
1860,26,51000,MORTGAGE,MEDICAL,D,13000,15.33,YES
1861,25,53000,RENT,MEDICAL,D,7500,12.92,YES
1862,25,51500,OTHER,MEDICAL,D,13000,16.07,YES
1863,23,51600,MORTGAGE,PERSONAL,B,4800,10.99,YES
1864,23,62844,RENT,HOMEIMPROVEMENT,C,7500,11.97,YES
1865,23,64000,RENT,HOMEIMPROVEMENT,D,7500,13.55,YES
1866,25,58650,RENT,MEDICAL,D,7500,15.37,YES
1867,25,74004,RENT,DEBTCONSOLIDATION,D,7500,12.61,YES
1868,22,76500,RENT,HOMEIMPROVEMENT,D,7500,13.24,YES
1869,22,66300,RENT,MEDICAL,D,7500,14.96,YES
1870,24,79500,RENT,VENTURE,D,7500,16.89,YES
1871,26,108000,RENT,DEBTCONSOLIDATION,D,7500,16.77,YES
1872,26,51996,MORTGAGE,MEDICAL,E,6500,15.68,YES
1873,24,20400,RENT,VENTURE,C,7550,14.79,YES
1874,26,56950,RENT,MEDICAL,B,7550,9.99,YES
1875,22,52000,MORTGAGE,DEBTCONSOLIDATION,D,14825,15.62,YES
1876,25,39000,RENT,MEDICAL,C,7600,12.84,YES
1877,22,49000,RENT,EDUCATION,D,7600,15.62,YES
1878,25,61680,RENT,VENTURE,C,7600,13.23,YES
1879,24,52000,MORTGAGE,EDUCATION,D,5000,15.28,YES
1880,25,24000,RENT,PERSONAL,A,7700,8.9,YES
1881,23,29772,RENT,PERSONAL,D,7700,16.77,YES
1882,22,19680,RENT,EDUCATION,D,7750,14.83,YES
1883,24,24000,RENT,HOMEIMPROVEMENT,D,7750,17.27,YES
1884,26,24000,RENT,DEBTCONSOLIDATION,C,7750,14.35,YES
1885,21,26000,RENT,MEDICAL,E,7750,16.7,YES
1886,23,29000,RENT,MEDICAL,D,7750,14.59,YES
1887,23,52000,MORTGAGE,PERSONAL,B,5000,11.48,YES
1888,25,100000,RENT,PERSONAL,B,7750,9.99,YES
1889,23,33000,RENT,PERSONAL,B,7800,10.95,YES
1890,24,33600,RENT,PERSONAL,D,7800,16.49,YES
1891,21,34000,RENT,DEBTCONSOLIDATION,C,7800,13.79,YES
1892,22,52000,MORTGAGE,EDUCATION,D,10000,13.87,YES
1893,24,49000,RENT,VENTURE,D,7800,15.62,YES
1894,23,59004,RENT,DEBTCONSOLIDATION,D,7800,15.99,YES
1895,22,32000,RENT,PERSONAL,D,7875,14.91,YES
1896,22,52650,MORTGAGE,DEBTCONSOLIDATION,F,19200,17.26,YES
1897,26,52704,MORTGAGE,HOMEIMPROVEMENT,B,3000,10.95,YES
1898,22,14400,RENT,HOMEIMPROVEMENT,B,8000,9.99,YES
1899,21,15500,RENT,HOMEIMPROVEMENT,A,8000,7.51,YES
1900,24,16000,RENT,HOMEIMPROVEMENT,C,8000,13.57,YES
1901,22,19200,RENT,HOMEIMPROVEMENT,D,8000,16.29,YES
1902,24,19200,RENT,HOMEIMPROVEMENT,C,8000,13.61,YES
1903,24,20000,RENT,EDUCATION,B,8000,10.99,YES
1904,21,20000,RENT,MEDICAL,B,8000,12.21,YES
1905,24,20000,RENT,MEDICAL,C,8000,12.41,YES
1906,23,53000,MORTGAGE,DEBTCONSOLIDATION,B,6000,10.65,YES
1907,22,21000,RENT,EDUCATION,D,8000,16.77,YES
1908,22,21600,RENT,MEDICAL,B,8000,11.49,YES
1909,24,53000,MORTGAGE,MEDICAL,D,5000,15.62,YES
1910,21,53000,MORTGAGE,PERSONAL,A,14400,7.49,YES
1911,25,21996,RENT,HOMEIMPROVEMENT,C,8000,13.98,YES
1912,24,22100,RENT,EDUCATION,C,8000,13.23,YES
1913,22,53000,MORTGAGE,EDUCATION,C,25000,13.8,YES
1914,24,23000,RENT,HOMEIMPROVEMENT,C,8000,13.49,YES
1915,22,23400,RENT,MEDICAL,A,8000,8.59,YES
1916,23,24000,RENT,PERSONAL,A,8000,7.29,YES
1917,26,25000,RENT,MEDICAL,B,8000,11.71,YES
1918,25,25000,RENT,HOMEIMPROVEMENT,B,8000,12.42,YES
1919,22,25000,RENT,VENTURE,B,8000,10.74,YES
1920,23,25000,RENT,PERSONAL,C,8000,13.61,YES
1921,22,25000,RENT,EDUCATION,B,8000,11.36,YES
1922,23,25200,RENT,DEBTCONSOLIDATION,C,8000,12.73,YES
1923,22,26000,RENT,EDUCATION,B,8000,11.99,YES
1924,25,26000,RENT,MEDICAL,C,8000,12.87,YES
1925,23,27996,RENT,HOMEIMPROVEMENT,D,8000,17.58,YES
1926,21,28000,RENT,EDUCATION,B,8000,10.99,YES
1927,22,53774,MORTGAGE,DEBTCONSOLIDATION,E,8600,19.42,YES
1928,26,53826,MORTGAGE,VENTURE,C,8500,14.79,YES
1929,23,53950,MORTGAGE,EDUCATION,E,15000,16.63,YES
1930,26,30000,RENT,EDUCATION,B,8000,9.91,YES
1931,26,54000,MORTGAGE,HOMEIMPROVEMENT,B,3600,12.69,YES
1932,26,31000,RENT,HOMEIMPROVEMENT,C,8000,14.27,YES
1933,23,54000,MORTGAGE,EDUCATION,B,21200,12.42,YES
1934,24,54000,MORTGAGE,HOMEIMPROVEMENT,C,6300,14.65,YES
1935,22,33996,RENT,DEBTCONSOLIDATION,B,8000,10.51,YES
1936,24,29000,RENT,HOMEIMPROVEMENT,B,8000,12.42,YES
1937,23,29000,RENT,VENTURE,F,8000,18.3,YES
1938,23,29000,RENT,EDUCATION,C,8000,12.73,YES
1939,22,29570,RENT,DEBTCONSOLIDATION,D,8000,14.42,YES
1940,22,30000,RENT,DEBTCONSOLIDATION,B,8000,11.11,YES
1941,21,30000,RENT,VENTURE,E,8000,16.45,YES
1942,22,30996,RENT,EDUCATION,A,8000,7.14,YES
1943,22,31200,RENT,PERSONAL,D,8000,14.3,YES
1944,24,54000,MORTGAGE,DEBTCONSOLIDATION,A,1500,5.42,YES
1945,26,54000,MORTGAGE,EDUCATION,A,8500,5.42,YES
1946,23,32698,RENT,DEBTCONSOLIDATION,F,8000,18.43,YES
1947,23,54000,MORTGAGE,VENTURE,D,4000,15.62,YES
1948,26,54000,MORTGAGE,DEBTCONSOLIDATION,B,4800,11.49,YES
1949,23,33996,RENT,PERSONAL,B,8000,10.95,YES
1950,24,34000,RENT,VENTURE,D,8000,16.49,YES
1951,23,54000,MORTGAGE,MEDICAL,C,5200,13.99,YES
1952,21,35000,RENT,PERSONAL,F,8000,19.79,YES
1953,26,35000,RENT,DEBTCONSOLIDATION,D,8000,15.31,YES
1954,26,54000,MORTGAGE,MEDICAL,D,5000,15.62,YES
1955,23,36000,RENT,MEDICAL,A,8000,7.51,YES
1956,24,36000,RENT,PERSONAL,B,8000,12.12,YES
1957,24,36000,RENT,PERSONAL,D,8000,15.28,YES
1958,25,36000,RENT,PERSONAL,C,8000,12.73,YES
1959,24,36000,RENT,VENTURE,D,8000,14.96,YES
1960,24,36816,RENT,PERSONAL,B,8000,10.65,YES
1961,25,54000,MORTGAGE,EDUCATION,D,12000,17.49,YES
1962,23,39000,RENT,DEBTCONSOLIDATION,D,8000,16.49,YES
1963,23,39000,RENT,HOMEIMPROVEMENT,B,8000,11.36,YES
1964,25,39000,RENT,PERSONAL,C,8000,11.34,YES
1965,24,40000,RENT,EDUCATION,B,8000,9.88,YES
1966,21,41000,RENT,DEBTCONSOLIDATION,B,8000,9.91,YES
1967,24,42000,RENT,MEDICAL,D,8000,16.29,YES
1968,23,42000,RENT,HOMEIMPROVEMENT,D,8000,15.58,YES
1969,21,44000,RENT,VENTURE,D,8000,16.29,YES
1970,23,44000,RENT,EDUCATION,C,8000,13.49,YES
1971,21,44000,RENT,EDUCATION,D,8000,15.21,YES
1972,25,44000,RENT,MEDICAL,D,8000,12.92,YES
1973,26,46000,RENT,PERSONAL,D,8000,14.42,YES
1974,23,46000,RENT,EDUCATION,D,8000,11.86,YES
1975,24,46500,RENT,HOMEIMPROVEMENT,C,8000,15.23,YES
1976,23,48000,RENT,DEBTCONSOLIDATION,D,8000,15.58,YES
1977,23,54000,MORTGAGE,DEBTCONSOLIDATION,E,10000,16.45,YES
1978,22,48996,RENT,PERSONAL,D,8000,14.96,YES
1979,23,54000,MORTGAGE,MEDICAL,D,7500,15.58,YES
1980,23,54000,MORTGAGE,EDUCATION,B,7750,10.38,YES
1981,26,54000,MORTGAGE,HOMEIMPROVEMENT,C,6000,13.98,YES
1982,22,49000,RENT,EDUCATION,A,8000,6.91,YES
1983,23,49161,RENT,HOMEIMPROVEMENT,D,8000,13.17,YES
1984,23,50000,RENT,DEBTCONSOLIDATION,D,8000,16.02,YES
1985,22,54000,MORTGAGE,HOMEIMPROVEMENT,A,16000,7.51,YES
1986,24,52000,RENT,EDUCATION,C,8000,13.99,YES
1987,22,52000,RENT,VENTURE,D,8000,15.58,YES
1988,25,54000,RENT,HOMEIMPROVEMENT,B,8000,11.49,YES
1989,22,54000,RENT,EDUCATION,C,8000,13.48,YES
1990,25,54000,MORTGAGE,DEBTCONSOLIDATION,D,8400,14.59,YES
1991,22,55000,RENT,PERSONAL,D,8000,15.31,YES
1992,24,55000,RENT,HOMEIMPROVEMENT,D,8000,14.61,YES
1993,26,55700,RENT,HOMEIMPROVEMENT,C,8000,13.49,YES
1994,21,46000,RENT,VENTURE,D,5200,17.27,YES
1995,23,54000,MORTGAGE,DEBTCONSOLIDATION,D,5000,14.96,YES
1996,24,54000,RENT,PERSONAL,B,5200,10.37,YES
1997,22,54000,MORTGAGE,HOMEIMPROVEMENT,C,12000,13.48,YES
1998,23,15000,RENT,DEBTCONSOLIDATION,B,5175,12.18,YES
1999,25,21000,RENT,DEBTCONSOLIDATION,B,5175,12.53,YES
2000,21,54000,RENT,DEBTCONSOLIDATION,A,5125,5.99,YES
2001,26,34000,RENT,MEDICAL,D,5050,16.89,YES
2002,21,10000,RENT,PERSONAL,D,5000,12.17,YES
2003,24,10668,RENT,HOMEIMPROVEMENT,A,5000,7.88,YES
2004,24,10800,RENT,VENTURE,A,5000,7.88,YES
2005,21,12000,RENT,VENTURE,B,5000,11.49,YES
2006,24,13000,RENT,DEBTCONSOLIDATION,A,5000,8.0,YES
2007,21,14400,RENT,VENTURE,C,5000,13.72,YES
2008,23,14400,RENT,VENTURE,A,5000,6.91,YES
2009,22,54000,MORTGAGE,HOMEIMPROVEMENT,D,10000,14.61,YES
2010,26,15600,RENT,DEBTCONSOLIDATION,A,5000,5.99,YES
2011,25,15600,RENT,MEDICAL,B,5000,10.75,YES
2012,26,16120,RENT,PERSONAL,B,5000,11.58,YES
2013,22,16320,RENT,DEBTCONSOLIDATION,B,5000,12.53,YES
2014,24,16800,RENT,EDUCATION,C,5000,14.22,YES
2015,22,54000,MORTGAGE,EDUCATION,B,4000,11.14,YES
2016,25,54000,MORTGAGE,DEBTCONSOLIDATION,B,12000,12.53,YES
2017,23,17004,RENT,MEDICAL,A,5000,6.54,YES
2018,22,17720,RENT,HOMEIMPROVEMENT,B,5000,9.62,YES
2019,23,18000,RENT,EDUCATION,A,5000,8.59,YES
2020,21,18492,RENT,EDUCATION,D,5000,12.92,YES
2021,25,19200,RENT,VENTURE,B,5000,10.99,YES
2022,25,19200,RENT,HOMEIMPROVEMENT,B,5000,9.62,YES
2023,25,19800,RENT,DEBTCONSOLIDATION,C,5000,13.49,YES
2024,24,54000,MORTGAGE,VENTURE,D,1500,14.42,YES
2025,21,21000,RENT,MEDICAL,F,5000,20.89,YES
2026,24,54000,MORTGAGE,MEDICAL,A,10000,9.63,YES
2027,23,54000,OTHER,HOMEIMPROVEMENT,E,16000,16.32,YES
2028,24,21120,RENT,PERSONAL,B,5000,11.71,YES
2029,25,21600,RENT,VENTURE,D,5000,17.58,YES
2030,23,21600,RENT,PERSONAL,C,5000,13.06,YES
2031,26,54000,MORTGAGE,DEBTCONSOLIDATION,B,8000,11.89,YES
2032,25,22000,RENT,PERSONAL,E,5000,16.32,YES
2033,24,22992,RENT,HOMEIMPROVEMENT,C,5000,13.06,YES
2034,23,24000,RENT,HOMEIMPROVEMENT,C,5000,14.27,YES
2035,23,54000,MORTGAGE,MEDICAL,C,7500,11.03,YES
2036,21,24996,RENT,EDUCATION,E,5000,16.45,YES
2037,24,54417,MORTGAGE,MEDICAL,C,9525,11.66,YES
2038,24,54500,MORTGAGE,MEDICAL,D,8000,17.49,YES
2039,24,25000,RENT,DEBTCONSOLIDATION,A,5000,8.94,YES
2040,21,25000,RENT,DEBTCONSOLIDATION,D,5000,12.86,YES
2041,25,55000,MORTGAGE,MEDICAL,D,9000,16.77,YES
2042,23,27000,RENT,MEDICAL,E,5000,16.77,YES
2043,24,55000,MORTGAGE,EDUCATION,B,6000,11.99,YES
2044,25,27096,RENT,DEBTCONSOLIDATION,A,5000,7.9,YES
2045,24,27500,RENT,PERSONAL,E,5000,15.07,YES
2046,26,55000,MORTGAGE,DEBTCONSOLIDATION,A,10000,7.51,YES
2047,23,55000,MORTGAGE,DEBTCONSOLIDATION,D,10000,15.33,YES
2048,24,56400,RENT,MEDICAL,D,8000,14.96,YES
2049,23,55200,MORTGAGE,PERSONAL,E,15250,15.68,YES
2050,24,55200,MORTGAGE,MEDICAL,D,6000,14.42,YES
2051,24,55200,MORTGAGE,EDUCATION,C,9600,10.78,YES
2052,23,55365,MORTGAGE,PERSONAL,F,25000,19.04,YES
2053,21,55400,MORTGAGE,HOMEIMPROVEMENT,C,5000,14.27,YES
2054,23,55400,MORTGAGE,MEDICAL,D,5500,14.61,YES
2055,25,64000,RENT,DEBTCONSOLIDATION,D,8000,15.28,YES
2056,22,64000,RENT,PERSONAL,D,8000,14.84,YES
2057,22,66000,RENT,HOMEIMPROVEMENT,C,8000,14.65,YES
2058,25,69000,RENT,HOMEIMPROVEMENT,D,8000,13.99,YES
2059,23,56000,MORTGAGE,VENTURE,D,8000,14.54,YES
2060,25,74000,RENT,HOMEIMPROVEMENT,A,8000,7.29,YES
2061,26,76000,RENT,HOMEIMPROVEMENT,C,8000,13.48,YES
2062,25,56000,MORTGAGE,HOMEIMPROVEMENT,B,2000,11.49,YES
2063,24,56000,MORTGAGE,VENTURE,C,10000,14.35,YES
2064,22,66300,RENT,MEDICAL,E,8000,18.39,YES
2065,21,56000,MORTGAGE,EDUCATION,B,18000,10.25,YES
2066,23,76500,RENT,DEBTCONSOLIDATION,C,8000,14.26,YES
2067,22,56000,MORTGAGE,MEDICAL,E,15000,16.0,YES
2068,26,84000,RENT,HOMEIMPROVEMENT,C,8000,12.61,YES
2069,25,56004,MORTGAGE,DEBTCONSOLIDATION,B,8000,11.71,YES
2070,25,84000,RENT,VENTURE,E,8000,16.45,YES
2071,24,56004,MORTGAGE,DEBTCONSOLIDATION,B,6000,10.0,YES
2072,23,56004,MORTGAGE,PERSONAL,B,15000,11.26,YES
2073,23,89000,RENT,DEBTCONSOLIDATION,D,8000,14.74,YES
2074,26,81600,RENT,MEDICAL,D,8000,16.29,YES
2075,22,56208,MORTGAGE,DEBTCONSOLIDATION,D,12000,16.29,YES
2076,22,108000,RENT,PERSONAL,D,8000,16.29,YES
2077,25,108000,RENT,DEBTCONSOLIDATION,E,8000,16.77,YES
2078,22,56400,MORTGAGE,EDUCATION,D,8400,14.91,YES
2079,22,56400,MORTGAGE,PERSONAL,E,25000,16.4,YES
2080,24,131400,RENT,DEBTCONSOLIDATION,D,8000,15.99,YES
2081,26,183700,RENT,PERSONAL,D,8000,15.62,YES
2082,22,30000,RENT,EDUCATION,B,8050,12.69,YES
2083,21,25000,RENT,EDUCATION,A,8125,7.9,YES
2084,24,60500,RENT,DEBTCONSOLIDATION,D,8150,17.27,YES
2085,21,25200,RENT,EDUCATION,A,8250,7.49,YES
2086,25,70000,RENT,EDUCATION,C,8250,13.61,YES
2087,23,26000,RENT,EDUCATION,B,8300,9.99,YES
2088,25,30000,RENT,HOMEIMPROVEMENT,A,8300,8.9,YES
2089,22,56920,MORTGAGE,VENTURE,D,10000,14.59,YES
2090,24,56972,OWN,DEBTCONSOLIDATION,E,15000,16.4,YES
2091,21,32000,RENT,DEBTCONSOLIDATION,D,8400,16.77,YES
2092,26,35500,RENT,DEBTCONSOLIDATION,D,8400,17.27,YES
2093,23,39000,RENT,PERSONAL,C,8400,13.79,YES
2094,26,44000,RENT,MEDICAL,E,8400,14.5,YES
2095,23,46500,RENT,MEDICAL,D,8400,16.89,YES
2096,26,49000,RENT,VENTURE,D,8400,18.25,YES
2097,24,57000,MORTGAGE,MEDICAL,C,6500,13.04,YES
2098,23,61000,RENT,PERSONAL,D,8400,14.84,YES
2099,23,100300,RENT,MEDICAL,D,8400,14.84,YES
2100,26,18000,RENT,DEBTCONSOLIDATION,C,8500,14.27,YES
2101,25,18000,RENT,VENTURE,C,8500,10.28,YES
2102,26,19200,RENT,DEBTCONSOLIDATION,B,8500,9.99,YES
2103,24,57655,MORTGAGE,MEDICAL,D,9925,15.58,YES
2104,26,36000,RENT,MEDICAL,B,8550,10.25,YES
2105,25,32000,RENT,DEBTCONSOLIDATION,D,8575,15.62,YES
2106,26,30500,RENT,PERSONAL,D,8600,14.96,YES
2107,23,28000,RENT,EDUCATION,A,8700,6.03,YES
2108,23,18500,RENT,VENTURE,C,9000,11.34,YES
2109,21,20000,RENT,MEDICAL,A,9000,7.51,YES
2110,22,21600,RENT,VENTURE,B,9000,9.83,YES
2111,25,25000,RENT,MEDICAL,B,9000,11.49,YES
2112,24,25000,RENT,MEDICAL,B,9000,11.48,YES
2113,22,25600,RENT,VENTURE,A,9000,8.9,YES
2114,22,25920,RENT,MEDICAL,C,9000,10.59,YES
2115,22,26000,RENT,DEBTCONSOLIDATION,C,9000,12.73,YES
2116,24,26400,RENT,HOMEIMPROVEMENT,B,9000,11.49,YES
2117,21,26785,RENT,MEDICAL,A,9000,7.9,YES
2118,26,58000,MORTGAGE,MEDICAL,D,25000,13.55,YES
2119,23,58000,MORTGAGE,MEDICAL,C,7200,11.97,YES
2120,23,26976,RENT,PERSONAL,A,9000,7.51,YES
2121,23,27600,RENT,VENTURE,C,9000,13.98,YES
2122,22,28800,RENT,MEDICAL,B,9000,10.99,YES
2123,22,30000,RENT,HOMEIMPROVEMENT,C,9000,13.49,YES
2124,25,30000,RENT,DEBTCONSOLIDATION,D,9000,17.58,YES
2125,26,30000,RENT,EDUCATION,A,9000,5.99,YES
2126,23,30000,RENT,MEDICAL,D,9000,14.61,YES
2127,21,33600,RENT,PERSONAL,B,9000,11.86,YES
2128,26,34320,RENT,EDUCATION,A,9000,6.62,YES
2129,23,29000,RENT,EDUCATION,B,9000,11.71,YES
2130,24,30000,RENT,EDUCATION,D,9000,15.58,YES
2131,26,30000,RENT,DEBTCONSOLIDATION,D,9000,15.65,YES
2132,25,59000,MORTGAGE,PERSONAL,D,3000,16.29,YES
2133,24,33996,RENT,EDUCATION,E,9000,16.0,YES
2134,23,34000,RENT,MEDICAL,E,9000,17.06,YES
2135,23,35500,RENT,HOMEIMPROVEMENT,D,9000,15.99,YES
2136,25,59000,MORTGAGE,DEBTCONSOLIDATION,A,5000,6.03,YES
2137,21,36140,RENT,EDUCATION,A,9000,8.94,YES
2138,26,59000,MORTGAGE,MEDICAL,D,8000,15.99,YES
2139,25,39512,RENT,VENTURE,C,9000,15.23,YES
2140,25,48000,RENT,HOMEIMPROVEMENT,D,9000,15.05,YES
2141,22,59000,MORTGAGE,HOMEIMPROVEMENT,D,4900,15.62,YES
2142,21,59000,MORTGAGE,HOMEIMPROVEMENT,B,5000,9.99,YES
2143,23,43200,RENT,VENTURE,D,9100,13.24,YES
2144,26,29000,RENT,DEBTCONSOLIDATION,A,9200,7.49,YES
2145,21,30000,RENT,DEBTCONSOLIDATION,A,9200,6.62,YES
2146,25,59000,MORTGAGE,HOMEIMPROVEMENT,C,3600,12.98,YES
2147,21,59000,MORTGAGE,MEDICAL,B,25000,9.99,YES
2148,21,13000,RENT,DEBTCONSOLIDATION,C,9250,12.53,YES
2149,23,24000,RENT,VENTURE,A,9250,6.54,YES
2150,22,24000,RENT,HOMEIMPROVEMENT,A,9250,8.94,YES
2151,25,24996,RENT,EDUCATION,A,9250,8.59,YES
2152,25,25000,RENT,VENTURE,B,9250,10.75,YES
